artiId;artiNombre;fechaIni;fuenId;fuenNombre;futiId;maximoKg;minimoKg;promedioKg
348;Azúcar sulfitada;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2600;2600;2600
128;Manzana verde importada;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6667
133;Maracuyá;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2500;2600
46;Tomate chonto regional;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2000;2150
93;Banano criollo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1444;1444;1444
213;Fríjol calima;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6120;5992;6037
86;Naranja Valencia;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1560;1573
148;Tomate de árbol;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3600;2800;3233
352;Café instantáneo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;91699;87320;89782
41;Fríjol verde en vaina;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;4000;4000
360;Galletas saladas;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10319;10028;10208
345;Panela redonda morena;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2938;2969
200;Ulluco;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2900
271;Carne de cerdo, brazo sin hueso;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;13000;13667
361;Gelatina;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23229;23073;23151
5200;Papa Betina;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1120;960;1040
157;Papa capira;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1360;1100;1228
191;Yuca chirosa;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1120;1040;1080
274;Carne de cerdo, costilla;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14333
275;Carne de cerdo, espinazo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
112;Guayaba pera;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;2200;2283
54;Zanahoria;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1500;1400;1468
55;Zanahoria bogotana;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2333;2333;2333
342;Margarina;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16550;16350;16450
277;Carne de cerdo, lomo sin hueso;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16000;16000;16000
279;Carne de cerdo, pernil sin hueso;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
43;Habichuela;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3200;2800;2920
362;Harina de trigo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2336;2176;2237
175;Papa suprema;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1360;1100;1230
179;Papa única;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1200;1100;1147
137;Papaya Maradol;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2000;2233
366;Mayonesa doy pack;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17500;17083;17295
282;Carne de cerdo, tocino papada;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;8000;8000
252;Carne de res, bola de brazo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18400;17000;17933
253;Carne de res, bola de pierna;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17400;17000;17267
363;Harina precocida de maíz;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3248;3008;3165
242;Huevo blanco A;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;400;383;394
325;Pargo rojo platero;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;20000;21333
369;Pastas alimenticias;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4938;4833;4885
135;Mora de Castilla;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3400;3200;3367
249;Carne de res, cadera;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18400;17000;17800
288;Pechuga de pollo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;7500;7833
67;Pepino cohombro;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1400;1200;1317
86;Naranja Valencia;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1560;1520;1553
251;Carne de res, costilla;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;11000;11000
258;Carne de res, falda;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14133
365;Jugo instantáneo (sobre);2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;25000;23889;24630
316;Langostino 16-20;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;40000;40000;40000
236;Leche en polvo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;21772;21281;21526
141;Pera importada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6579;6579;6579
340;Aceite vegetal mezcla;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5800;5488;5653
88;Aguacate común;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2933
260;Carne de res, lomo fino;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22400;22000;22267
262;Carne de res, morrillo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
8;Lechuga Batavia;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1500;1300;1400
224;Lenteja importada;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4096;3800;3933
289;Pierna pernil con rabadilla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5200;4800;5067
69;Pimentón;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2143;2000;2048
90;Aguacate papelillo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;3000;3000
57;Ahuyama;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1300;1200;1217
263;Carne de res, muchacho;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17400;17000;17267
266;Carne de res, pecho;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14267
79;Limón común valluno;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;3500;3733
144;Piña gold;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1833
61;Ajo importado;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
283;Alas de pollo con costillar;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6000;5600;5867
267;Carne de res, punta de anca;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19000;18400;18600
268;Carne de res, sobrebarriga;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14500;14000;14300
336;Lomitos de atún en lata;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;37435;37305;37370
116;Lulo;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3500;3200;3383
195;Arracacha amarilla;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2560;2240;2400
201;Arroz de primera;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3680;3640;3661
19;Cebolla cabezona blanca bogotana;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2708;1979;2344
82;Mandarina Arrayana;2020-06-06T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2300;2300
238;Queso costeño;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17600;16600;17267
239;Queso cuajada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10800;10900
249;Carne de res, cadera;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18400;17000;17933
288;Pechuga de pollo;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;7500;7667
67;Pepino cohombro;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1300;1100;1233
315;Corvina, filete congelado nacional;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;35000;30000;33000
100;Curuba;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2200;2000;2167
128;Manzana verde importada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6667
133;Maracuyá;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2500;2592
251;Carne de res, costilla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;11000;11000
141;Pera importada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6737;6579;6632
342;Margarina;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16550;16350;16450
366;Mayonesa doy pack;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17500;17094;17308
258;Carne de res, falda;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14267
260;Carne de res, lomo fino;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22400;22000;22267
289;Pierna pernil con rabadilla;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5200;5000;5133
69;Pimentón;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2143;2000;2119
213;Fríjol calima;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6000;5992;5995
135;Mora de Castilla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;3400;3633
262;Carne de res, morrillo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
263;Carne de res, muchacho;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17400;17000;17267
144;Piña gold;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1833
41;Fríjol verde en vaina;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;3840;3960
340;Aceite vegetal mezcla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5800;5483;5656
88;Aguacate común;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2500;2883
266;Carne de res, pecho;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14267
267;Carne de res, punta de anca;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19000;18400;18600
268;Carne de res, sobrebarriga;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14267
360;Galletas saladas;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10319;10028;10208
361;Gelatina;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23229;23073;23160
90;Aguacate papelillo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3800;2500;3233
57;Ahuyama;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1200;1200;1200
19;Cebolla cabezona blanca bogotana;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3125;2917;2986
238;Queso costeño;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17600;17000;17200
112;Guayaba pera;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2200;2000;2100
61;Ajo importado;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;9500;9850
283;Alas de pollo con costillar;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6000;6000;6000
341;Manteca;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5520;5435;5468
126;Manzana roja importada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6316;6053;6228
239;Queso cuajada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;11000;11000
240;Queso doble crema;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;12400;12000;12133
73;Remolacha bogotana;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1360;1480
43;Habichuela;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;1920;2160
195;Arracacha amarilla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2560;2240;2400
201;Arroz de primera;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3840;3664;3755
128;Manzana verde importada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6842;6579;6754
12;Repollo blanco;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;733;667;711
15;Repollo morado;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;833;750;778
370;Sal yodada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;824;816;819
362;Harina de trigo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2360;2176;2245
363;Harina precocida de maíz;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3264;3008;3173
242;Huevo blanco A;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;400;383;389
133;Maracuyá;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2600;2650
342;Margarina;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16550;16350;16450
366;Mayonesa doy pack;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17522;17094;17314
371;Salsa de tomate doy pack;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14125;13271;13729
337;Sardinas en lata;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;7578;7490;7534
329;Sierra entera congelada;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;12000;12000;12000
38;Arveja verde en vaina pastusa;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;3760;3880
135;Mora de Castilla;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4200;3600;3900
365;Jugo instantáneo (sobre);2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;25000;23889;24630
316;Langostino 16-20;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;40000;40000;40000
236;Leche en polvo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;21772;21272;21522
348;Azúcar sulfitada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2600;2560;2580
86;Naranja Valencia;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1560;1573
46;Tomate chonto regional;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1900
148;Tomate de árbol;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2900
8;Lechuga Batavia;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1500;1300;1408
224;Lenteja importada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4096;3904;4027
93;Banano criollo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1444;1389;1426
345;Panela redonda morena;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2946;2973
200;Ulluco;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2967
79;Limón común valluno;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;4000;3800;3933
352;Café instantáneo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;91503;87386;89739
5200;Papa Betina;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1000;900;943
157;Papa capira;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1120;1000;1053
191;Yuca chirosa;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1200;1040;1113
336;Lomitos de atún en lata;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;37435;37305;37370
116;Lulo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3600;3000;3300
54;Zanahoria;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1700;1600;1625
55;Zanahoria bogotana;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2167;2167;2167
82;Mandarina Arrayana;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2300;2350
271;Carne de cerdo, brazo sin hueso;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
274;Carne de cerdo, costilla;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
275;Carne de cerdo, espinazo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;10000;10000
175;Papa suprema;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1100;940;1010
179;Papa única;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1040;880;960
137;Papaya Maradol;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2000;2200
30;Cebolla junca Aquitania;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3250;3150;3200
354;Chocolate amargo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23760;23532;23646
65;Chócolo mazorca;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;857;857;857
121;Mango manzano;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1700;1500;1617
277;Carne de cerdo, lomo sin hueso;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16000;16000;16000
279;Carne de cerdo, pernil sin hueso;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;15000;14000;14667
325;Pargo rojo platero;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22000;22000;22000
369;Pastas alimenticias;2020-05-23T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5479;4833;5083
4;Cilantro;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2250;2458
341;Manteca;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5500;5440;5463
126;Manzana roja importada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6316;6053;6140
282;Carne de cerdo, tocino papada;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;8000;8000
252;Carne de res, bola de brazo;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18400;17000;17933
253;Carne de res, bola de pierna;2020-05-30T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17400;17000;17267
69;Pimentón;2020-06-20T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3429;2857;3167
144;Piña gold;2020-06-20T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2200;2000;2133
258;Carne de res, falda;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14600;14000;14333
260;Carne de res, lomo fino;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;22400;22000;22267
262;Carne de res, morrillo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
8;Lechuga Batavia;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1400;1200;1300
224;Lenteja importada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3912;3800;3845
288;Pechuga de pollo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;8000;7000;7667
67;Pepino cohombro;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1500;1300;1367
340;Aceite vegetal mezcla;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5875;5488;5663
88;Aguacate común;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2967
263;Carne de res, muchacho;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17400;17000;17267
266;Carne de res, pecho;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14400;14400
79;Limón común valluno;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3800;3500;3617
141;Pera importada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6579;6316;6535
90;Aguacate papelillo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2800;2900
57;Ahuyama;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1200;1200;1200
267;Carne de res, punta de anca;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;19600;18400;18800
268;Carne de res, sobrebarriga;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14400;14000;14267
336;Lomitos de atún en lata;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;37500;37370;37413
116;Lulo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3400;3200;3300
289;Pierna pernil con rabadilla;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5600;5200;5333
69;Pimentón;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3714;2857;3286
61;Ajo importado;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10000;9800;9967
283;Alas de pollo con costillar;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6400;5600;6000
19;Cebolla cabezona blanca bogotana;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2292;2042;2181
82;Mandarina Arrayana;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2200;2250
144;Piña gold;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2200;2000;2067
195;Arracacha amarilla;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2400;2240;2293
201;Arroz de primera;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3760;3640;3688
30;Cebolla junca Aquitania;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3250;3100;3150
354;Chocolate amargo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23820;23532;23676
121;Mango manzano;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1600;1500;1533
65;Chócolo mazorca;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;857;786;845
4;Cilantro;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3000;2250;2667
341;Manteca;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;5500;5440;5463
126;Manzana roja importada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6053;5789;5877
238;Queso costeño;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;18000;16000;17333
38;Arveja verde en vaina pastusa;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3760;3600;3720
315;Corvina, filete congelado nacional;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;36000;30000;33333
100;Curuba;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2000;1800;1967
128;Manzana verde importada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6579;6316;6535
239;Queso cuajada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;11000;10000;10667
240;Queso doble crema;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;12000;12000;12000
348;Azúcar sulfitada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2700;2640;2670
133;Maracuyá;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2500;2400;2450
342;Margarina;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;16550;16350;16450
366;Mayonesa doy pack;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;17456;17083;17197
73;Remolacha bogotana;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1440;1200;1267
12;Repollo blanco;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;733;667;700
15;Repollo morado;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;783;750;758
370;Sal yodada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;848;840;843
93;Banano criollo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1444;1389;1426
213;Fríjol calima;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;6200;5992;6064
135;Mora de Castilla;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3400;3000;3200
371;Salsa de tomate doy pack;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14063;13438;13750
337;Sardinas en lata;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;7578;7495;7537
352;Café instantáneo;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;91634;87320;89760
41;Fríjol verde en vaina;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3440;3200;3340
86;Naranja Valencia;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;1560;1500;1520
329;Sierra entera congelada;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;13000;12000;12333
360;Galletas saladas;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;10319;10028;10208
361;Gelatina;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;23177;23073;23108
345;Panela redonda morena;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3013;2938;2975
46;Tomate chonto regional;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;2300;2000;2167
148;Tomate de árbol;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;3400;3000;3167
271;Carne de cerdo, brazo sin hueso;2020-06-13T00:00:00-05:00;52;Buenaventura (Valle del Cauca);52;14000;14000;14000
