Fecha;Grupo;Producto;Mercado;Precio  por kilogramo
sep-15;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,411
sep-15;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);3,170
sep-15;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);928
sep-15;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,437
sep-15;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,447
sep-15;FRUTAS;Piña manzana;Buenaventura (Valle del Cauca);1,407
sep-15;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);1,589
sep-15;FRUTAS;Uva importada;Buenaventura (Valle del Cauca);10,375
sep-15;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,025
sep-15;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);471
sep-15;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);541
sep-15;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);910
sep-15;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);507
sep-15;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);455
sep-15;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,100
sep-15;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,911
sep-15;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,601
sep-15;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,773
sep-15;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,648
sep-15;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);5,279
sep-15;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);2,994
sep-15;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,180
sep-15;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);286
sep-15;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);17,227
sep-15;LACTEOS Y HUEVOS;Queso Caquetá;Buenaventura (Valle del Cauca);9,960
sep-15;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);7,840
sep-15;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);8,793
sep-15;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);12,800
sep-15;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);11,800
sep-15;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,880
sep-15;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);12,907
sep-15;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);13,000
sep-15;CARNES;Carne de cerdo, tocino barriga;Buenaventura (Valle del Cauca);6,660
sep-15;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);13,267
sep-15;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);13,173
sep-15;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);13,320
sep-15;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);15,126
sep-15;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);7,620
sep-15;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);10,000
sep-15;CARNES;Carne de res, lomo de brazo;Buenaventura (Valle del Cauca);12,973
sep-15;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);16,040
sep-15;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);10,000
sep-15;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);12,867
sep-15;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);10,080
sep-15;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);13,067
sep-15;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);9,987
sep-15;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);7,120
sep-15;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,173
sep-18;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca); 28,000 
sep-15;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);41,067
sep-15;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);16,000
sep-15;PESCADOS;Pescado cabezas;Buenaventura (Valle del Cauca);2,167
sep-15;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);8,833
sep-15;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);4,458
sep-15;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,023
sep-15;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);74,903
sep-15;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);17,035
sep-15;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);8,282
sep-15;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);20,084
sep-15;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,356
sep-15;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,208
sep-15;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);28,644
sep-15;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);19,852
sep-15;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);3,560
sep-15;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);15,040
sep-15;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);16,312
sep-15;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,200
sep-15;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);5,181
sep-15;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);551
sep-15;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);14,883
sep-15;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);6,709
oct-15;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1,448
oct-15;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);5,937
oct-15;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);2,133
oct-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1,623
oct-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);1,559
oct-15;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,681
oct-15;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);952
oct-15;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,917
oct-15;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);3,378
oct-15;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);2,501
oct-15;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,789
oct-15;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);952
oct-15;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,423
oct-15;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);2,427
oct-15;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);725
oct-15;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);1,211
oct-15;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);1,941
oct-15;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);1,218
oct-15;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);1,396
oct-15;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);3,104
oct-15;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);4,163
oct-15;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);767
oct-15;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,111
oct-15;FRUTAS;Curuba;Buenaventura (Valle del Cauca);1,970
oct-15;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,581
oct-15;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);2,693
oct-15;FRUTAS;Lulo;Buenaventura (Valle del Cauca);2,837
oct-15;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);1,896
oct-15;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);2,148
oct-15;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);5,132
oct-15;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);5,132
oct-15;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,419
oct-15;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);3,822
oct-15;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);1,044
oct-15;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,400
oct-15;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,737
oct-15;FRUTAS;Piña manzana;Buenaventura (Valle del Cauca);1,422
oct-15;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);1,644
oct-15;FRUTAS;Uva importada;Buenaventura (Valle del Cauca);10,125
oct-15;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,351
oct-15;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);633
oct-15;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);798
oct-15;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);1,342
oct-15;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);685
oct-15;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);638
oct-15;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,100
oct-15;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,748
oct-15;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,561
oct-15;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,767
oct-15;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,784
oct-15;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);5,273
oct-15;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);2,996
oct-15;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,185
oct-15;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);298
oct-15;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);17,422
oct-15;LACTEOS Y HUEVOS;Queso Caquetá;Buenaventura (Valle del Cauca);10,050
oct-15;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);7,650
oct-15;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);8,692
oct-15;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);12,650
oct-15;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);11,733
oct-15;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,700
oct-15;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);13,800
oct-15;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);12,733
oct-15;CARNES;Carne de cerdo, tocino barriga;Buenaventura (Valle del Cauca);7,246
oct-15;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);13,217
oct-15;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);12,900
oct-15;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);13,383
oct-15;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);15,050
oct-15;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);7,633
oct-15;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);10,067
oct-15;CARNES;Carne de res, lomo de brazo;Buenaventura (Valle del Cauca);12,867
oct-15;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);16,017
oct-15;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);10,017
oct-15;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);13,000
oct-15;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);10,067
oct-15;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);13,033
oct-15;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);9,933
oct-15;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);7,417
oct-15;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,300
oct-18;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca); 30,000 
oct-15;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);42,500
oct-15;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);15,833
oct-15;PESCADOS;Pescado cabezas;Buenaventura (Valle del Cauca);2,250
oct-15;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);8,667
oct-15;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);4,614
oct-15;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,072
oct-15;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);75,023
oct-15;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);16,973
oct-15;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);8,579
oct-15;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);20,595
oct-15;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,387
oct-15;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,255
oct-15;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);28,833
oct-15;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);20,839
oct-15;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);3,642
oct-15;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);14,786
oct-15;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);16,945
oct-15;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,224
oct-15;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);5,194
oct-15;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);566
oct-15;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);15,528
oct-15;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);6,773
nov-15;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1,954
nov-15;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);5,867
nov-15;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);3,050
nov-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1,580
nov-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);1,480
nov-15;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,700
nov-15;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);973
nov-15;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,917
nov-15;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);3,850
nov-15;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);1,737
nov-15;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,471
nov-15;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);950
nov-15;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,690
nov-15;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);1,633
nov-15;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);442
nov-15;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);1,080
nov-15;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);2,117
nov-15;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);1,243
nov-15;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);1,309
nov-15;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);2,400
nov-15;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);3,842
nov-15;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);777
nov-15;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,354
nov-15;FRUTAS;Curuba;Buenaventura (Valle del Cauca);1,950
nov-15;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);1,600
nov-15;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);2,250
nov-15;FRUTAS;Lulo;Buenaventura (Valle del Cauca);2,883
nov-15;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);1,933
nov-15;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);1,758
nov-15;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);4,786
nov-15;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);4,786
nov-15;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,463
nov-15;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);3,250
nov-15;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);1,038
nov-15;FRUTAS;Papaya Maradol;Buenaventura (Valle del Cauca);1,358
nov-15;FRUTAS;Pera importada;Buenaventura (Valle del Cauca);4,539
nov-15;FRUTAS;Piña manzana;Buenaventura (Valle del Cauca);1,354
nov-15;FRUTAS;Tomate de árbol;Buenaventura (Valle del Cauca);1,533
nov-15;FRUTAS;Uva importada;Buenaventura (Valle del Cauca);9,750
nov-15;TUBERCULOS, RAICES Y PLATANOS;Arracacha amarilla;Buenaventura (Valle del Cauca);3,057
nov-15;TUBERCULOS, RAICES Y PLATANOS;Papa Betina;Buenaventura (Valle del Cauca);669
nov-15;TUBERCULOS, RAICES Y PLATANOS;Papa capira;Buenaventura (Valle del Cauca);852
nov-15;TUBERCULOS, RAICES Y PLATANOS;Papa criolla limpia;Buenaventura (Valle del Cauca);1,753
nov-15;TUBERCULOS, RAICES Y PLATANOS;Papa suprema;Buenaventura (Valle del Cauca);716
nov-15;TUBERCULOS, RAICES Y PLATANOS;Papa única;Buenaventura (Valle del Cauca);655
nov-15;TUBERCULOS, RAICES Y PLATANOS;Plátano hartón verde;Buenaventura (Valle del Cauca);1,104
nov-15;TUBERCULOS, RAICES Y PLATANOS;Ulluco;Buenaventura (Valle del Cauca);2,608
nov-15;TUBERCULOS, RAICES Y PLATANOS;Yuca chirosa;Buenaventura (Valle del Cauca);1,573
nov-15;GRANOS Y CEREALES;Arroz de primera;Buenaventura (Valle del Cauca);2,740
nov-15;GRANOS Y CEREALES;Arveja verde seca importada;Buenaventura (Valle del Cauca);1,779
nov-15;GRANOS Y CEREALES;Fríjol calima;Buenaventura (Valle del Cauca);5,246
nov-15;GRANOS Y CEREALES;Lenteja importada;Buenaventura (Valle del Cauca);2,992
nov-15;GRANOS Y CEREALES;Maíz amarillo cáscara;Buenaventura (Valle del Cauca);1,182
nov-15;LACTEOS Y HUEVOS;Huevo blanco A;Buenaventura (Valle del Cauca);316
nov-15;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);17,586
nov-15;LACTEOS Y HUEVOS;Queso Caquetá;Buenaventura (Valle del Cauca);10,450
nov-15;LACTEOS Y HUEVOS;Queso cuajada;Buenaventura (Valle del Cauca);7,850
nov-15;LACTEOS Y HUEVOS;Queso doble crema;Buenaventura (Valle del Cauca);8,817
nov-15;CARNES;Carne de cerdo, brazo sin hueso;Buenaventura (Valle del Cauca);12,500
nov-15;CARNES;Carne de cerdo, costilla;Buenaventura (Valle del Cauca);11,667
nov-15;CARNES;Carne de cerdo, espinazo;Buenaventura (Valle del Cauca);7,650
nov-15;CARNES;Carne de cerdo, lomo sin hueso;Buenaventura (Valle del Cauca);14,667
nov-15;CARNES;Carne de cerdo, pernil sin hueso;Buenaventura (Valle del Cauca);12,483
nov-15;CARNES;Carne de cerdo, tocino barriga;Buenaventura (Valle del Cauca);7,833
nov-15;CARNES;Carne de res, bola de brazo;Buenaventura (Valle del Cauca);13,233
nov-15;CARNES;Carne de res, bola de pierna;Buenaventura (Valle del Cauca);12,850
nov-15;CARNES;Carne de res, cadera;Buenaventura (Valle del Cauca);13,317
nov-15;CARNES;Carne de res, chatas;Buenaventura (Valle del Cauca);15,000
nov-15;CARNES;Carne de res, costilla;Buenaventura (Valle del Cauca);7,600
nov-15;CARNES;Carne de res, falda;Buenaventura (Valle del Cauca);10,000
nov-15;CARNES;Carne de res, lomo de brazo;Buenaventura (Valle del Cauca);12,817
nov-15;CARNES;Carne de res, lomo fino;Buenaventura (Valle del Cauca);16,000
nov-15;CARNES;Carne de res, morrillo;Buenaventura (Valle del Cauca);10,000
nov-15;CARNES;Carne de res, muchacho;Buenaventura (Valle del Cauca);13,000
nov-15;CARNES;Carne de res, pecho;Buenaventura (Valle del Cauca);10,133
nov-15;CARNES;Carne de res, punta de anca;Buenaventura (Valle del Cauca);13,000
nov-15;CARNES;Carne de res, sobrebarriga;Buenaventura (Valle del Cauca);9,883
nov-15;CARNES;Pechuga de pollo;Buenaventura (Valle del Cauca);7,717
nov-15;CARNES;Pierna pernil con rabadilla;Buenaventura (Valle del Cauca);4,400
nov-18;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca); 30,000 
nov-15;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);44,333
nov-15;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);15,667
nov-15;PESCADOS;Pescado cabezas;Buenaventura (Valle del Cauca);2,208
nov-15;PESCADOS;Sierra entera congelada;Buenaventura (Valle del Cauca);8,500
nov-15;PROCESADOS;Aceite vegetal mezcla;Buenaventura (Valle del Cauca);4,899
nov-15;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca);2,245
nov-15;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);74,925
nov-15;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca);17,202
nov-15;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca);8,848
nov-15;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca);20,857
nov-15;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca);1,382
nov-15;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca);2,268
nov-15;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca);28,944
nov-15;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);21,156
nov-15;PROCESADOS;Manteca;Buenaventura (Valle del Cauca);3,721
nov-15;PROCESADOS;Margarina;Buenaventura (Valle del Cauca);14,280
nov-15;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca);17,307
nov-15;PROCESADOS;Panela redonda morena;Buenaventura (Valle del Cauca);1,255
nov-15;PROCESADOS;Pastas alimenticias;Buenaventura (Valle del Cauca);5,181
nov-15;PROCESADOS;Sal yodada;Buenaventura (Valle del Cauca);577
nov-15;PROCESADOS;Salsa de tomate doy pack;Buenaventura (Valle del Cauca);16,806
nov-15;PROCESADOS;Sardinas en lata;Buenaventura (Valle del Cauca);6,770
dic-15;VERDURAS Y HORTALIZAS;Ahuyama;Buenaventura (Valle del Cauca);1,893
dic-15;VERDURAS Y HORTALIZAS;Ajo importado;Buenaventura (Valle del Cauca);6,610
dic-15;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Buenaventura (Valle del Cauca);3,520
dic-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca);1,642
dic-15;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Buenaventura (Valle del Cauca);1,532
dic-15;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca);1,810
dic-15;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca);731
dic-15;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca);1,917
dic-15;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Buenaventura (Valle del Cauca);3,680
dic-15;VERDURAS Y HORTALIZAS;Habichuela;Buenaventura (Valle del Cauca);1,352
dic-15;VERDURAS Y HORTALIZAS;Lechuga Batavia;Buenaventura (Valle del Cauca);1,520
dic-15;VERDURAS Y HORTALIZAS;Pepino cohombro;Buenaventura (Valle del Cauca);1,017
dic-15;VERDURAS Y HORTALIZAS;Pimentón;Buenaventura (Valle del Cauca);1,310
dic-15;VERDURAS Y HORTALIZAS;Remolacha bogotana;Buenaventura (Valle del Cauca);1,277
dic-15;VERDURAS Y HORTALIZAS;Repollo blanco;Buenaventura (Valle del Cauca);509
dic-15;VERDURAS Y HORTALIZAS;Repollo morado;Buenaventura (Valle del Cauca);787
dic-15;VERDURAS Y HORTALIZAS;Tomate chonto regional;Buenaventura (Valle del Cauca);2,693
dic-15;VERDURAS Y HORTALIZAS;Zanahoria;Buenaventura (Valle del Cauca);1,424
dic-15;VERDURAS Y HORTALIZAS;Zanahoria bogotana;Buenaventura (Valle del Cauca);1,428
dic-15;FRUTAS;Aguacate común;Buenaventura (Valle del Cauca);2,360
dic-15;FRUTAS;Aguacate papelillo;Buenaventura (Valle del Cauca);3,820
dic-15;FRUTAS;Banano criollo;Buenaventura (Valle del Cauca);783
dic-15;FRUTAS;Coco;Buenaventura (Valle del Cauca);1,389
dic-15;FRUTAS;Curuba;Buenaventura (Valle del Cauca);1,980
dic-15;FRUTAS;Guayaba pera;Buenaventura (Valle del Cauca);2,030
dic-15;FRUTAS;Limón común valluno;Buenaventura (Valle del Cauca);1,727
dic-15;FRUTAS;Lulo;Buenaventura (Valle del Cauca);3,533
dic-15;FRUTAS;Mandarina Arrayana;Buenaventura (Valle del Cauca);2,163
dic-15;FRUTAS;Mango manzano;Buenaventura (Valle del Cauca);1,948
dic-15;FRUTAS;Manzana roja importada;Buenaventura (Valle del Cauca);4,632
dic-15;FRUTAS;Manzana verde importada;Buenaventura (Valle del Cauca);4,632
dic-15;FRUTAS;Maracuyá;Buenaventura (Valle del Cauca);2,433
dic-15;FRUTAS;Mora de Castilla;Buenaventura (Valle del Cauca);3,773
dic-15;FRUTAS;Naranja Valencia;Buenaventura (Valle del Cauca);1,055
